0.4 0.8793638207742169 -1.1060792037397784 0.8616983568558237
0.402 0.881586816345469 -1.1169498103254427 0.8865524179117342
0.404 0.8838317577732204 -1.1280270960097385 0.912769732129004
0.406 0.8860990710863813 -1.1393239687994923 0.940500159318729
0.408 0.8883892096403676 -1.1508548909669343 0.9699201573820369
0.41 0.8907026575064821 -1.1626361708812942 1.0012394966588283
0.412 0.8930399335187195 -1.1746863320625924 1.0347102385985363
0.414 0.8954015961576435 -1.1870265866535448 1.070638961905785
0.416 0.8977882495153737 -1.1996814528400839 1.1094037568765156
0.418 0.9002005506909865 -1.2126795754870783 1.1514784123432622
0.42 0.9026392190962631 -1.2260548402828109 1.1974677850353082
0.422 0.9051050484015079 -1.23984792570479 1.2481612028907272
0.424 0.9075989222088711 -1.2541085302747326 1.3046161973746526
0.426 0.9101218351769111 -1.2688986868300016 1.3682959315750505
0.428 0.912674922444778 -1.2842979181793428 1.4413078025725161
0.43 0.9152595023526302 -1.3004117202113679 1.5268483324250717
0.432 0.9178771418817329 -1.317386579967767 1.630114064568847
0.434 0.9205297644894905 -1.3354393657045558 1.7604237581856483
0.436 0.9232198475862403 -1.3549239646254443 1.9372127949238567
0.438 0.9259508513244032 -1.3765242462414153 2.2135883445553928
0.44 0.9287285404566301 -1.4022269600465342 2.889687117580166
0.442 0.9315672321554261 -1.4348828547270729 2.5711267376443008
0.444 0.9344613142191504 -1.4584103906273462 2.115006702117829
0.446 0.9373986511498573 -1.478508498191176 1.8828572243640285
0.448 0.9403739773104721 -1.4965303115127695 1.7262029911084331
0.45 0.9433837730988897 -1.5130458059917338 1.6079529379692232
0.452 0.946425372179192 -1.5283752419245462 1.5130284159900587
0.454 0.9494966224822663 -1.5427253411358504 1.4337915251660776
0.456 0.9525957182037146 -1.5562412261847571 1.365834499099891
0.458 0.9557211036579336 -1.5690307259024612 1.3063814364809292
0.46 0.9588714128683471 -1.5811773175163137 1.2535705641884354
0.462 0.9620454290329709 -1.592747668796228 1.206092275090989
0.464 0.9652420559535257 -1.6037963379923945 1.1629902869679347
0.466 0.9684602971048633 -1.6143688590630692 1.123544953879623
0.468 0.9716992398244789 -1.6245038527442928 1.0872010969865138
0.47 0.9749580430612667 -1.634234521207599 1.053521406662243
0.472 0.9782359276846944 -1.6435897366003611 1.0221552629129629
0.474 0.9815321686726703 -1.6525948534269665 0.9928172269827112
0.476 0.9848460887232792 -1.6612723272674241 0.9652718166982751
0.478 0.9881770529561666 -1.669642194703119 0.9393224826089097
0.48 0.9915244644669425 -1.6777224514918934 0.9148034651334062
0.482 0.9948877605594105 -1.6855293546167904 0.8915736788855727
0.484 0.9982664095193 -1.6930776668131464 0.8695120394256717
0.486 1.0016599078365251 -1.7003808564519294 0.8485138494895037
0.488 1.005067777778978 -1.7074512628520286 0.8284879658369034
0.49 1.0084895652838557 -1.7143002340133837 0.8093545526120669
0.492 1.0119248380904926 -1.720938242509895 0.7910432821673983
0.494 1.0153731840910423 -1.7273749836545857 0.7734918801191418
0.496 1.0188342098616125 -1.7336194592588132 0.7566449384810764
0.498 1.0223075393499943 -1.7396800495522624 0.7404529397607301
0.5 1.0257928126950877 -1.745564575299654 0.7248714487536692
